condition12.thisRepN,condition12.thisTrialN,condition12.thisN,condition12.thisIndex,condition11.thisRepN,condition11.thisTrialN,condition11.thisN,condition11.thisIndex,condition10.thisRepN,condition10.thisTrialN,condition10.thisN,condition10.thisIndex,condition9.thisRepN,condition9.thisTrialN,condition9.thisN,condition9.thisIndex,condition8.thisRepN,condition8.thisTrialN,condition8.thisN,condition8.thisIndex,condition7.thisRepN,condition7.thisTrialN,condition7.thisN,condition7.thisIndex,condition6.thisRepN,condition6.thisTrialN,condition6.thisN,condition6.thisIndex,condition5.thisRepN,condition5.thisTrialN,condition5.thisN,condition5.thisIndex,condition4.thisRepN,condition4.thisTrialN,condition4.thisN,condition4.thisIndex,condition3.thisRepN,condition3.thisTrialN,condition3.thisN,condition3.thisIndex,condition2.thisRepN,condition2.thisTrialN,condition2.thisN,condition2.thisIndex,condition1.thisRepN,condition1.thisTrialN,condition1.thisN,condition1.thisIndex,thisRow.t,notes,InsFrame.started,key_resp.started,InsFrame.stopped,key_resp.keys,key_resp.rt,key_resp.duration,prepare.started,condition,key_resp_6.started,ins_1back.started,pic_01png_2.started,prepare.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,Stim.started,ans,image_bac.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,feedback.started,image_bac_2.started,msg_response.started,fixation_img.started,feedback.stopped,image_bac_2.stopped,msg_response.stopped,fixation_img.stopped,ins_2back.started,pic_02png_2.started,thanks.started,text_3.started,key_resp_3.started,thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,年级,班级,性别,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,243.26050691399996,,,,,,,,,,,,,,,,,243.24309142000038,j,243.26050691399996,244.02734572100053,j,1,0.7649409340001512,None,244.02801253500002,244.0456980430008,244.0456980430008,244.0456980430008,244.542759209,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,244.56307530600043,,,,,,,,,,,,,,,,,244.5432042100001,j,244.56307530600043,245.3274890190005,j,1,0.7599197660001664,None,245.3281305140008,245.3421818530005,245.3421818530005,245.3421818530005,245.82654903800085,245.8459453530004,245.8459453530004,245.8459453530004,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,245.8459453530004,,,,,,,,,,,,,,,,,245.8269591390008,f,245.8459453530004,246.6280620460002,j,0,0.7882489209996493,None,246.62875183800043,246.64678512500086,246.64678512500086,246.64678512500086,247.14264865400037,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,247.16012572600084,,,,,,,,,,,,,,,,,247.1430598750003,j,247.16012572600084,247.87865977300044,j,1,0.7282537000000957,None,247.8795855490007,247.89750654600084,247.89750654600084,247.89750654600084,248.39238835600008,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,248.41186319900044,,,,,,,,,,,,,,,,,248.39285108700005,j,248.41186319900044,249.21047636599997,j,1,0.8008402080004089,None,249.2111102150002,249.22747236900068,249.22747236900068,249.22747236900068,249.72534506300053,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,249.74513562200082,,,,,,,,,,,,,,,,,249.72575864100054,f,249.74513562200082,250.4444934230005,j,0,0.7040116369998941,None,250.44516046600074,250.462766052,250.462766052,250.462766052,250.95948677100023,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.95955212300032,"{'i=': 6, 'n=': 2, 'len=': 18, 'fix=': 1}",250.97569864600064,,250.97569864600064,251.91103557800034,space,0.9270444790008696,None,,,,,,,,,,,,,,,,,250.97569864600064,250.97569864600064,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,251.93260342600024,,,,,,,,,,,,,,,,,251.91210820300057,j,251.93260342600024,252.59366713600048,j,1,0.6671902050002245,None,252.59458413200082,252.61064171700036,252.61064171700036,252.61064171700036,253.1094394190004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,253.12780369400025,,,,,,,,,,,,,,,,,253.10986056300044,j,253.12780369400025,253.42998989700027,j,1,0.30088597900066816,None,253.43062455400013,253.44619944200076,253.44619944200076,253.44619944200076,253.94229105500017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,253.96172953100086,,,,,,,,,,,,,,,,,253.9427259440008,f,253.96172953100086,254.11240891000034,j,0,0.1612205740002537,None,254.11302928000077,254.1310154010007,254.1310154010007,254.1310154010007,254.62545483400027,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,254.65773688800073,,,,,,,,,,,,,,,,,254.62586530800036,j,254.65773688800073,254.85131130600075,j,1,0.20088289699924644,None,254.8519566670002,254.86685081400083,254.86685081400083,254.86685081400083,255.35916368500057,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,255.378844158,,,,,,,,,,,,,,,,,255.35957968800085,j,255.378844158,255.49635963000037,j,1,0.12930842700006906,None,255.49698005100072,255.51077203900059,255.51077203900059,255.51077203900059,256.0091411410003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,256.02702277700064,,,,,,,,,,,,,,,,,256.00956226500057,f,256.02702277700064,256.19905309300066,j,0,0.16440967499966064,None,256.1996844820005,256.2144524660007,256.2144524660007,256.2144524660007,256.70906940200075,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,256.72741951400076,,,,,,,,,,,,,,,,,256.7094894870006,j,256.72741951400076,257.6603102040008,j,1,0.9288550310002393,None,257.6609607400005,257.67572205000033,257.67572205000033,257.67572205000033,258.1600071940002,258.17770245500014,258.17770245500014,258.17770245500014,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,258.17770245500014,,,,,,,,,,,,,,,,,258.1604233240005,j,258.17770245500014,258.495633517,j,1,0.3280397759999687,None,258.4962508890003,258.51030991800053,258.51030991800053,258.51030991800053,259.0090514370004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,259.027846553,,,,,,,,,,,,,,,,,259.0094894420008,f,259.027846553,259.16298169400034,j,0,0.13585068300017156,None,259.1635926710005,259.1809031110006,259.1809031110006,259.1809031110006,259.67531768500066,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,259.6937866980006,,,,,,,,,,,,,,,,,259.6757415110005,j,259.6937866980006,259.8294710530008,j,1,0.13875085600011516,None,259.8328093330001,259.8497075810001,259.8497075810001,259.8497075810001,260.34222944000066,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,260.36121538800035,,,,,,,,,,,,,,,,,260.3426491120008,j,260.36121538800035,260.49632159000066,j,1,0.145244706000085,None,260.4969415260002,260.5111626830003,260.5111626830003,260.5111626830003,260.9945086050002,261.01308402500035,261.01308402500035,261.01308402500035,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,261.01308402500035,,,,,,,,,,,,,,,,,260.9950204300003,f,261.01308402500035,261.1456527140008,j,0,0.1352130949999264,None,261.1462560280006,261.16324757800066,261.16324757800066,261.16324757800066,261.65925120000065,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,261.67795571700026,,,,,,,,,,,,,,,,,261.65970229900086,f,261.67795571700026,261.7658066160002,j,0,0.09237626799949794,None,261.7693556610002,261.7853574210003,261.7853574210003,261.7853574210003,262.2756024670007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,262.2938882490007,,,,,,,,,,,,,,,,,262.2760340620007,j,262.2938882490007,262.31404814800044,j,1,0.02599138799996581,None,262.3175388210002,262.33453386600013,262.33453386600013,262.33453386600013,262.82505657800084,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,262.84809951600073,,,,,,,,,,,,,,,,,262.8254954610002,f,262.84809951600073,262.8326287130003,j,0,0.5205914739999571,None,262.83343212100044,262.84809951600073,262.84809951600073,262.84809951600073,263.34189829800016,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,263.36187678700026,,,,,,,,,,,,,,,,,263.3423261380003,j,263.36187678700026,263.66448442,j,1,0.2984371069996996,None,263.66510773900063,263.6809660120007,263.6809660120007,263.6809660120007,264.17572566800027,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,264.19378108300043,,,,,,,,,,,,,,,,,264.1761904640007,j,264.19378108300043,264.4291087390002,j,1,0.2387687560003542,None,264.42972502500015,264.4439389090003,264.4439389090003,264.4439389090003,264.94216070700077,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,264.96165179000036,,,,,,,,,,,,,,,,,264.94257972800006,f,264.96165179000036,265.19584052700066,j,0,0.2326672139997754,None,265.19653464300063,265.21331316600026,265.21331316600026,265.21331316600026,265.70975013300085,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,265.7284250270004,,,,,,,,,,,,,,,,,265.71028501600085,j,265.7284250270004,265.8160664290008,j,1,0.07874172900028498,None,265.8194689390002,265.83478908800043,265.83478908800043,265.83478908800043,266.3260180080006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,266.34937097500006,,,,,,,,,,,,,,,,,266.32653016900076,f,266.34937097500006,266.33360659900063,j,0,0.49392883899963635,None,266.33463281200056,266.34937097500006,266.34937097500006,266.34937097500006,266.8426056540002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,266.86256536400015,,,,,,,,,,,,,,,,,266.843033225,f,266.86256536400015,266.8497659630002,j,0,0.3558210480005073,None,266.8506636730008,266.86256536400015,266.86256536400015,266.86256536400015,267.35930754200035,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,267.37822980300007,,,,,,,,,,,,,,,,,267.3597436350001,j,267.37822980300007,267.8639090300003,j,1,0.479674889999842,None,267.8646188420007,267.87920333000056,267.87920333000056,267.87920333000056,268.374946166,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,268.3924399670004,,,,,,,,,,,,,,,,,268.3753669530006,f,268.3924399670004,269.1779633650003,j,0,0.7900386960000105,None,269.1785977290001,269.19502381800066,269.19502381800066,269.19502381800066,269.69205354800033,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,269.7102549680003,,,,,,,,,,,,,,,,,269.6924961090008,f,269.7102549680003,270.5435233930002,j,0,0.8289084660000299,None,270.5441448210004,270.558272624,270.558272624,270.558272624,271.04279456100085,271.06059224,271.06059224,271.06059224,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,271.06059224,,,,,,,,,,,,,,,,,271.04321798600085,j,271.06059224,271.54608637399997,j,1,0.49487027499981195,None,271.54672039600064,271.56374151600085,271.56374151600085,271.56374151600085,272.0591652610001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,272.0772191820006,,,,,,,,,,,,,,,,,272.0595910680004,j,272.0772191820006,272.38089457300066,j,1,0.3136535650000951,None,272.3815648180007,272.3965378920002,272.3965378920002,272.3965378920002,272.89165866500025,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,272.9092613010007,,,,,,,,,,,,,,,,,272.89213776700035,f,272.9092613010007,273.1470059810008,j,0,0.2321041819996026,None,273.1476196170006,273.1619217380003,273.1619217380003,273.1619217380003,273.65936941200016,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,273.6783144840001,,,,,,,,,,,,,,,,,273.6597807620001,j,273.6783144840001,273.91395972100054,j,1,0.2312641070002428,None,273.9146187340002,273.93047327600016,273.93047327600016,273.93047327600016,274.4255017940004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,274.44552463000036,,,,,,,,,,,,,,,,,274.42604201000086,j,274.44552463000036,274.6794387250002,j,1,0.24048669800049538,None,274.68006529600007,274.69392964800045,274.69392964800045,274.69392964800045,275.19132339800035,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,275.2101435120003,,,,,,,,,,,,,,,,,275.19203303500035,f,275.2101435120003,275.46483887200066,j,0,0.2584063630001765,None,275.46555036000063,275.4866920020004,275.4866920020004,275.4866920020004,275.97583375500017,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.97590080900045,"{'i=': 5, 'n=': 2, 'len=': 18, 'fix=': 9}",275.99150290000034,,275.99150290000034,278.04419790200063,space,2.0492319510003654,None,,,,,,,,,,,,,,,,,275.99150290000034,275.99150290000034,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,278.0674353500008,,,,,,,,,,,,,,,,,278.0453419280002,j,278.0674353500008,278.496228387,j,1,0.4397540720001416,None,278.49707338400003,278.51542219400017,278.51542219400017,278.51542219400017,279.00851345200044,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,279.02676329800033,,,,,,,,,,,,,,,,,279.0089341470002,j,279.02676329800033,279.2297069790002,j,1,0.21058640100000048,None,279.230324096,279.24667159800083,279.24667159800083,279.24667159800083,279.7420265820001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,279.76144352900064,,,,,,,,,,,,,,,,,279.74245972300014,f,279.76144352900064,280.02945710600034,j,0,0.2706043549997048,None,280.03007214600075,280.0461887650008,280.0461887650008,280.0461887650008,280.5419736980002,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,280.56137030900027,,,,,,,,,,,,,,,,,280.5424126990001,j,280.56137030900027,280.7292141000007,j,1,0.17849045200000546,None,280.7325959910004,280.7512160460001,280.7512160460001,280.7512160460001,281.2419735090007,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,281.26132911700006,,,,,,,,,,,,,,,,,281.2424034100004,j,281.26132911700006,281.46227021400045,j,1,0.21140596099940012,None,281.46288554000057,281.47825256800024,281.47825256800024,281.47825256800024,281.9753554790004,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,281.99551722900014,,,,,,,,,,,,,,,,,281.97577622800054,f,281.99551722900014,282.2456841680005,j,0,0.2530495870005325,None,282.2464323080003,282.2640085820003,282.2640085820003,282.2640085820003,282.75885673800076,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,282.77711114700014,,,,,,,,,,,,,,,,,282.7593004170003,j,282.77711114700014,282.98295577800036,j,1,0.19945694800026104,None,282.98357730600037,282.99860385400007,282.99860385400007,282.99860385400007,283.49196952000057,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,283.5095468620002,,,,,,,,,,,,,,,,,283.4924024410002,j,283.5095468620002,283.69581916900006,j,1,0.19459701899995707,None,283.69643834600083,283.712244587,283.712244587,283.712244587,284.20847250800034,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,284.2269613160006,,,,,,,,,,,,,,,,,284.20887710400075,f,284.2269613160006,284.3958215450002,j,0,0.1699560269998983,None,284.396453929,284.41378988500037,284.41378988500037,284.41378988500037,284.90846710200003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,284.9266761500003,,,,,,,,,,,,,,,,,284.90888857200025,j,284.9266761500003,285.16272748900064,j,1,0.23465340499933518,None,285.1633411840003,285.1812685190007,285.1812685190007,285.1812685190007,285.66360915900077,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,285.68704583199997,,,,,,,,,,,,,,,,,285.66410597200047,j,285.68704583199997,285.84285662800085,j,1,0.15435579999939364,None,285.8434707910001,285.85595846900014,285.85595846900014,285.85595846900014,286.3425404970003,286.3618520030004,286.3618520030004,286.3618520030004,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,286.3618520030004,,,,,,,,,,,,,,,,,286.3429658570003,f,286.3618520030004,286.53214436000053,j,0,0.16664509099973657,None,286.5329413240006,286.55113971100036,286.55113971100036,286.55113971100036,287.0421503360003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,287.06190173699997,,,,,,,,,,,,,,,,,287.0425801850006,j,287.06190173699997,287.22907884400047,j,1,0.17339134400026524,None,287.232626299,287.24992387600014,287.24992387600014,287.24992387600014,287.74206910700013,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,287.76185530400016,,,,,,,,,,,,,,,,,287.74248811300004,j,287.76185530400016,287.90882713800056,j,1,0.15760260199931508,None,287.9100505820006,287.9304458200004,287.9304458200004,287.9304458200004,288.4251798380001,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,288.44497632599996,,,,,,,,,,,,,,,,,288.4255964920003,f,288.44497632599996,288.61318511100035,j,0,0.16589003399985813,None,288.6137919140001,288.6289139160008,288.6289139160008,288.6289139160008,289.1248501130003,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,289.14270477900027,,,,,,,,,,,,,,,,,289.1252842490003,j,289.14270477900027,289.2806953600002,j,1,0.13068385099995794,None,289.2843251280001,289.3009640830005,289.3009640830005,289.3009640830005,289.79199684800005,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,289.8108906940006,,,,,,,,,,,,,,,,,289.79242003000036,j,289.8108906940006,289.9295968030001,j,1,0.11950561400044535,None,289.93022769300023,289.94563741599995,289.94563741599995,289.94563741599995,290.442302894,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,290.46059963100015,,,,,,,,,,,,,,,,,290.4427174090006,f,290.46059963100015,290.58248419900065,j,0,0.11784810199969797,None,290.5831125100003,290.59789057500075,290.59789057500075,290.59789057500075,291.0920506930006,,,,,,,,,,,,,7,7,7,7,2024-06-04_21h47.25.212,N-BACK_primary,2024.1.4,None,2024-06-04 21h47.40.977487 +0800,
